time,domain,noError,totalCount,aCount,cnameCount,mxCount,txtCount,clientipCount,subdomainCount,
20230606,lhjtea.com,1,2663,11,0,2649,0,1821,2,
20230607,lhjtea.com,1,2288,938,0,1347,0,1104,3,
20230608,lhjtea.com,1,2583,1289,0,1288,0,1160,3,
20230609,lhjtea.com,1,4807,2392,0,1435,0,2054,3,
20230610,lhjtea.com,1,2063,1021,0,1037,0,893,4,
20230601,ywj1314.top,1,1,0,0,0,0,1,1,
20230602,ywj1314.top,1,1867,937,0,0,0,817,1,
20230603,ywj1314.top,1,1,1,0,0,0,1,1,
20230604,ywj1314.top,1,1813,910,0,0,0,815,2,
20230605,ywj1314.top,0,0,0,0,0,0,0,0,
20230606,ywj1314.top,1,7,3,0,0,0,5,3,
20230607,ywj1314.top,1,1919,965,0,0,0,841,1,
20230608,ywj1314.top,1,26,13,0,0,0,9,1,
20230609,ywj1314.top,1,22,12,0,0,0,7,1,
20230610,ywj1314.top,1,5,2,0,0,0,3,2,
20230601,xkgcs.cn,1,1,1,0,0,0,1,1,
20230602,xkgcs.cn,0,0,0,0,0,0,0,0,
20230603,xkgcs.cn,0,0,0,0,0,0,0,0,
20230604,xkgcs.cn,0,0,0,0,0,0,0,0,
20230605,xkgcs.cn,0,0,0,0,0,0,0,0,
20230606,xkgcs.cn,0,0,0,0,0,0,0,0,
20230607,xkgcs.cn,0,0,0,0,0,0,0,0,
20230608,xkgcs.cn,0,0,0,0,0,0,0,0,
20230609,xkgcs.cn,0,0,0,0,0,0,0,0,
20230610,xkgcs.cn,0,0,0,0,0,0,0,0,
20230601,you100.top,1,2,0,0,2,0,2,1,
20230602,you100.top,0,0,0,0,0,0,0,0,
20230603,you100.top,1,1,0,0,1,0,1,1,
20230604,you100.top,1,2,1,0,0,0,1,1,
20230605,you100.top,1,1,0,0,0,0,1,1,
20230606,you100.top,1,2,0,0,2,0,2,1,
20230607,you100.top,0,0,0,0,0,0,0,0,
20230608,you100.top,1,1,0,0,1,0,1,1,
20230609,you100.top,1,2,0,0,2,0,2,1,
20230610,you100.top,1,3,1,0,1,0,2,2,
20230601,nachanghefengjiazheng.cn,1,5,4,0,0,0,2,1,
20230602,nachanghefengjiazheng.cn,0,7,2,0,3,0,5,2,
20230603,nachanghefengjiazheng.cn,0,3,3,0,0,0,2,1,
20230604,nachanghefengjiazheng.cn,0,0,0,0,0,0,0,0,
20230605,nachanghefengjiazheng.cn,1,3,2,0,0,0,2,2,
20230606,nachanghefengjiazheng.cn,0,0,0,0,0,0,0,0,
20230607,nachanghefengjiazheng.cn,1,3,1,0,0,0,1,1,
20230608,nachanghefengjiazheng.cn,1,2,1,0,0,0,1,1,
20230609,nachanghefengjiazheng.cn,1,2,1,0,0,0,1,1,
20230610,nachanghefengjiazheng.cn,0,0,0,0,0,0,0,0,
20230601,ychat01.win,1,12,9,2,0,0,3,3,
20230602,ychat01.win,1,3,2,1,0,0,2,1,
20230603,ychat01.win,0,0,0,0,0,0,0,0,
20230604,ychat01.win,1,2,2,0,0,0,1,2,
20230605,ychat01.win,1,1,1,0,0,0,1,1,
20230606,ychat01.win,1,1,1,0,0,0,1,1,
20230607,ychat01.win,1,2,2,0,0,0,1,2,
20230608,ychat01.win,1,3,2,1,0,0,2,1,
20230609,ychat01.win,0,0,0,0,0,0,0,0,
20230610,ychat01.win,1,2,1,0,0,0,1,1,
20230601,dogbk.com,1,3,3,0,0,0,2,2,
20230602,dogbk.com,1,5,5,0,0,0,2,4,
20230603,dogbk.com,1,6,3,0,1,0,4,4,
20230604,dogbk.com,1,1,1,0,0,0,1,1,
20230605,dogbk.com,1,7,2,0,0,0,1,1,
20230606,dogbk.com,1,3,2,0,0,0,2,2,
20230607,dogbk.com,0,0,0,0,0,0,0,0,
20230608,dogbk.com,1,1,0,0,0,0,1,1,
20230609,dogbk.com,1,1,0,0,0,0,1,1,
20230610,dogbk.com,1,1,1,0,0,0,1,1,
20230601,yingangxinxizixun.cn,1,6,6,0,0,0,1,1,
20230602,yingangxinxizixun.cn,1,4,1,0,3,0,4,2,
20230603,yingangxinxizixun.cn,1,4,3,0,0,0,2,2,
20230604,yingangxinxizixun.cn,1,1,1,0,0,0,1,1,
20230605,yingangxinxizixun.cn,1,4,4,0,0,0,3,3,
20230606,yingangxinxizixun.cn,1,1,1,0,0,0,1,1,
20230607,yingangxinxizixun.cn,1,2,1,0,0,0,1,1,
20230608,yingangxinxizixun.cn,0,0,0,0,0,0,0,0,
20230609,yingangxinxizixun.cn,0,0,0,0,0,0,0,0,
20230610,yingangxinxizixun.cn,1,1,1,0,0,0,1,1,
20230601,safebag.org.cn,0,0,0,0,0,0,0,0,
20230602,safebag.org.cn,0,1,1,0,0,0,1,1,
20230603,safebag.org.cn,0,0,0,0,0,0,0,0,
20230604,safebag.org.cn,0,1,1,0,0,0,1,1,
20230605,safebag.org.cn,0,1,1,0,0,0,1,1,
20230606,safebag.org.cn,0,0,0,0,0,0,0,0,
20230607,safebag.org.cn,0,0,0,0,0,0,0,0,
20230608,safebag.org.cn,0,1,0,0,0,0,1,1,
20230609,safebag.org.cn,0,0,0,0,0,0,0,0,
20230610,safebag.org.cn,0,1,1,0,0,0,1,1,
20230601,ketwy4s5sr.xyz,1,1,0,0,0,0,1,1,
20230602,ketwy4s5sr.xyz,0,0,0,0,0,0,0,0,
20230603,ketwy4s5sr.xyz,0,0,0,0,0,0,0,0,
20230604,ketwy4s5sr.xyz,0,0,0,0,0,0,0,0,
20230605,ketwy4s5sr.xyz,0,0,0,0,0,0,0,0,
20230606,ketwy4s5sr.xyz,0,0,0,0,0,0,0,0,
20230607,ketwy4s5sr.xyz,1,1,1,0,0,0,1,1,
20230608,ketwy4s5sr.xyz,0,0,0,0,0,0,0,0,
20230609,ketwy4s5sr.xyz,1,1,1,0,0,0,1,1,
20230610,ketwy4s5sr.xyz,0,0,0,0,0,0,0,0,
20230601,jkhxdc.com,1,18,12,0,0,0,6,5,
20230602,jkhxdc.com,1,20,9,0,6,0,10,5,
20230603,jkhxdc.com,1,5,3,0,2,0,3,3,
20230604,jkhxdc.com,1,7,2,0,1,0,4,3,
20230605,jkhxdc.com,1,14,5,0,0,0,5,4,
20230606,jkhxdc.com,1,7,4,0,0,0,3,2,
20230607,jkhxdc.com,1,3,0,0,1,0,3,2,
20230608,jkhxdc.com,1,3,3,0,0,0,2,2,
20230609,jkhxdc.com,1,5,4,1,0,0,3,3,
20230610,jkhxdc.com,1,4,1,0,1,0,2,2,
20230601,szsyhs.cn,1,68,42,1,0,0,15,24,
20230602,szsyhs.cn,1,54,34,1,4,0,15,32,
20230603,szsyhs.cn,1,28,18,0,0,0,21,12,
20230604,szsyhs.cn,1,11,6,0,0,0,8,6,
20230605,szsyhs.cn,1,33,26,1,0,0,14,25,
20230606,szsyhs.cn,1,57,23,2,0,0,16,25,
20230607,szsyhs.cn,1,41,24,1,0,0,21,15,
20230608,szsyhs.cn,1,67,43,3,0,0,43,18,
20230609,szsyhs.cn,1,112,71,1,0,0,67,25,
20230610,szsyhs.cn,1,55,35,0,0,0,27,16,
20230601,vis-nicety.cn,1,62,32,0,0,0,24,29,
20230602,vis-nicety.cn,1,71,49,2,1,0,25,44,
20230603,vis-nicety.cn,1,36,21,0,0,0,17,16,
20230604,vis-nicety.cn,1,9,4,0,0,0,7,7,
20230605,vis-nicety.cn,1,28,17,3,0,0,11,18,
20230606,vis-nicety.cn,1,44,29,0,0,0,20,26,
20230607,vis-nicety.cn,1,27,18,1,0,0,17,14,
20230608,vis-nicety.cn,1,19,12,3,0,0,7,9,
20230609,vis-nicety.cn,1,26,9,4,0,0,13,14,
20230610,vis-nicety.cn,1,26,16,6,0,0,9,10,
20230601,anhuika.top,1,6,6,0,0,0,3,4,
20230602,anhuika.top,1,4,3,0,1,0,4,3,
20230603,anhuika.top,1,8,5,0,0,0,3,7,
20230604,anhuika.top,1,3,3,0,0,0,2,3,
20230605,anhuika.top,1,6,5,0,0,0,2,2,
20230606,anhuika.top,1,8,6,0,0,0,5,3,
20230607,anhuika.top,1,1,0,0,1,0,1,1,
20230608,anhuika.top,1,1,1,0,0,0,1,1,
20230609,anhuika.top,1,6,5,0,0,0,4,3,
20230610,anhuika.top,1,12,9,0,2,0,4,2,
20230601,yqhsdcar.cn,1,3,3,0,0,0,3,1,
20230602,yqhsdcar.cn,1,4,4,0,0,0,4,1,
20230603,yqhsdcar.cn,1,3,3,0,0,0,3,1,
20230604,yqhsdcar.cn,1,3,3,0,0,0,3,1,
20230605,yqhsdcar.cn,1,3,3,0,0,0,3,1,
20230606,yqhsdcar.cn,1,5,5,0,0,0,4,1,
20230607,yqhsdcar.cn,1,8,8,0,0,0,7,2,
20230608,yqhsdcar.cn,1,3,3,0,0,0,3,1,
20230609,yqhsdcar.cn,1,1,1,0,0,0,1,1,
20230610,yqhsdcar.cn,1,3,3,0,0,0,3,1,
20230601,arconobile.com,0,0,0,0,0,0,0,0,
20230602,arconobile.com,1,2,0,0,0,0,2,2,
20230603,arconobile.com,0,0,0,0,0,0,0,0,
20230604,arconobile.com,1,1,0,0,0,0,1,1,
20230605,arconobile.com,0,0,0,0,0,0,0,0,
20230606,arconobile.com,0,0,0,0,0,0,0,0,
20230607,arconobile.com,1,1,0,0,0,0,1,1,
20230608,arconobile.com,1,2,2,0,0,0,1,1,
20230609,arconobile.com,0,0,0,0,0,0,0,0,
20230610,arconobile.com,0,0,0,0,0,0,0,0,
20230601,wuhantu.top,0,1,1,0,0,0,1,1,
20230602,wuhantu.top,1,1,0,0,0,0,1,1,
20230603,wuhantu.top,0,0,0,0,0,0,0,0,
20230604,wuhantu.top,1,1887,946,0,0,0,829,2,
20230605,wuhantu.top,1,1,0,0,0,0,1,1,
20230606,wuhantu.top,0,2,1,0,0,0,1,1,
20230607,wuhantu.top,1,9,4,0,0,0,4,2,
20230608,wuhantu.top,1,2,1,0,0,0,1,1,
20230609,wuhantu.top,0,0,0,0,0,0,0,0,
20230610,wuhantu.top,0,0,0,0,0,0,0,0,
20230601,haoyangsoft.com,1,39,4,35,0,0,30,4,
20230602,haoyangsoft.com,1,51,14,33,3,0,36,10,
20230603,haoyangsoft.com,1,635,5,35,592,0,474,8,
20230604,haoyangsoft.com,1,1254,16,37,1191,0,900,8,
20230605,haoyangsoft.com,1,1030,11,29,980,0,765,7,
20230606,haoyangsoft.com,1,2687,10,29,2640,0,1880,9,
20230607,haoyangsoft.com,1,2317,940,34,1336,0,1114,9,
20230608,haoyangsoft.com,1,2676,1327,34,1300,0,1212,14,
20230609,haoyangsoft.com,1,2913,1416,35,1457,0,1328,12,
20230610,haoyangsoft.com,1,2132,1048,36,1043,0,947,17,
20230601,miyou1688.com,0,0,0,0,0,0,0,0,
20230602,miyou1688.com,0,3,3,0,0,0,1,3,
20230603,miyou1688.com,0,1,0,0,1,0,1,1,
20230604,miyou1688.com,0,1,1,0,0,0,1,1,
20230605,miyou1688.com,0,3,3,0,0,0,1,3,
20230606,miyou1688.com,0,0,0,0,0,0,0,0,
20230607,miyou1688.com,0,1,0,0,1,0,1,1,
20230608,miyou1688.com,0,0,0,0,0,0,0,0,
20230609,miyou1688.com,0,3,2,0,0,0,2,1,
20230610,miyou1688.com,0,10,10,0,0,0,3,3,
20230601,buysms.cn,1,43,35,0,0,0,17,4,
20230602,buysms.cn,1,41,34,0,0,0,14,4,
20230603,buysms.cn,1,26,22,0,0,0,9,3,
20230604,buysms.cn,1,54,46,0,0,0,22,4,
20230605,buysms.cn,1,18,12,0,0,0,6,4,
20230606,buysms.cn,1,61,35,0,0,0,15,4,
20230607,buysms.cn,1,65,53,0,0,0,18,4,
20230608,buysms.cn,1,33,28,0,0,0,15,5,
20230609,buysms.cn,1,66,63,0,0,0,15,4,
20230610,buysms.cn,1,74,70,0,1,0,11,4,
20230601,shqianlx.com,1,1,1,0,0,0,1,1,
20230602,shqianlx.com,1,5,3,0,0,0,5,2,
20230603,shqianlx.com,1,4,2,0,0,0,3,2,
20230604,shqianlx.com,1,44,27,0,0,0,20,3,
20230605,shqianlx.com,1,1914,968,0,0,0,814,2,
20230606,shqianlx.com,1,10,7,0,0,0,7,3,
20230607,shqianlx.com,1,68,35,1,0,0,36,2,
20230608,shqianlx.com,1,1854,932,0,0,0,818,1,
20230609,shqianlx.com,1,2,2,0,0,0,2,2,
20230610,shqianlx.com,1,1842,928,0,1,0,796,3,
20230601,hair-welfare.top,0,18,12,0,4,0,3,3,
20230602,hair-welfare.top,0,15,6,0,3,0,4,2,
20230603,hair-welfare.top,0,76,25,20,22,0,29,3,
20230604,hair-welfare.top,0,46,18,9,11,0,16,4,
20230605,hair-welfare.top,0,25,10,0,3,0,6,2,
20230606,hair-welfare.top,0,10,4,0,4,0,2,2,
20230607,hair-welfare.top,0,27,15,0,2,0,5,2,
20230608,hair-welfare.top,0,43,22,7,4,0,22,3,
20230609,hair-welfare.top,0,9,7,0,1,0,2,3,
20230610,hair-welfare.top,0,122,60,0,5,0,14,2,
20230601,baoqih2.cn,1,1,0,0,1,0,1,1,
20230602,baoqih2.cn,0,0,0,0,0,0,0,0,
20230603,baoqih2.cn,0,0,0,0,0,0,0,0,
20230604,baoqih2.cn,0,0,0,0,0,0,0,0,
20230605,baoqih2.cn,1,2,1,1,0,0,2,1,
20230606,baoqih2.cn,1,10,5,0,0,0,1,1,
20230607,baoqih2.cn,1,1,1,0,0,0,1,1,
20230608,baoqih2.cn,1,11,11,0,0,0,5,1,
20230609,baoqih2.cn,1,5,3,0,0,0,4,3,
20230610,baoqih2.cn,0,0,0,0,0,0,0,0,
20230601,jhsw2014.cn,1,252,160,5,0,0,41,126,
20230602,jhsw2014.cn,1,122,82,2,4,0,43,75,
20230603,jhsw2014.cn,1,86,61,3,0,0,52,39,
20230604,jhsw2014.cn,1,396,125,1,0,0,50,199,
20230605,jhsw2014.cn,1,234,144,0,0,0,37,60,
20230606,jhsw2014.cn,1,273,215,2,0,0,118,149,
20230607,jhsw2014.cn,1,204,169,1,0,0,87,131,
20230608,jhsw2014.cn,1,77,47,3,0,0,39,40,
20230609,jhsw2014.cn,1,87,58,2,0,0,31,56,
20230610,jhsw2014.cn,1,71,49,0,1,0,38,38,
20230601,zsmkswkj.com,0,0,0,0,0,0,0,0,
20230602,zsmkswkj.com,0,0,0,0,0,0,0,0,
20230603,zsmkswkj.com,0,0,0,0,0,0,0,0,
20230604,zsmkswkj.com,1,3,3,0,0,0,2,3,
20230605,zsmkswkj.com,0,0,0,0,0,0,0,0,
20230606,zsmkswkj.com,0,0,0,0,0,0,0,0,
20230607,zsmkswkj.com,1,1,0,0,0,0,1,1,
20230608,zsmkswkj.com,0,0,0,0,0,0,0,0,
20230609,zsmkswkj.com,0,0,0,0,0,0,0,0,
20230610,zsmkswkj.com,0,0,0,0,0,0,0,0,
20230601,dltwo.top,0,0,0,0,0,0,0,0,
20230602,dltwo.top,1,5,3,0,0,0,4,2,
20230603,dltwo.top,1,8,5,0,0,0,1,4,
20230604,dltwo.top,1,5,3,0,0,0,1,3,
20230605,dltwo.top,0,0,0,0,0,0,0,0,
20230606,dltwo.top,0,0,0,0,0,0,0,0,
20230607,dltwo.top,0,0,0,0,0,0,0,0,
20230608,dltwo.top,1,2,2,0,0,0,2,2,
20230609,dltwo.top,0,0,0,0,0,0,0,0,
20230610,dltwo.top,0,0,0,0,0,0,0,0,
20230601,hwj123.net,0,707,497,0,1,0,105,27,
20230602,hwj123.net,0,390,265,0,0,0,80,7,
20230603,hwj123.net,0,322,234,0,2,0,74,5,
20230604,hwj123.net,0,337,238,0,0,0,74,5,
20230605,hwj123.net,0,298,227,0,0,0,80,7,
20230606,hwj123.net,0,308,220,0,0,0,90,4,
20230607,hwj123.net,0,453,303,2,2,0,98,5,
20230608,hwj123.net,0,331,229,0,0,0,79,6,
20230609,hwj123.net,0,312,244,0,0,0,85,5,
20230610,hwj123.net,0,465,400,0,0,0,103,3,
20230601,ewwlzuz.cn,1,5,4,1,0,0,3,2,
20230602,ewwlzuz.cn,1,7,7,0,0,0,3,3,
20230603,ewwlzuz.cn,1,2,2,0,0,0,2,2,
20230604,ewwlzuz.cn,1,3,2,1,0,0,2,1,
20230605,ewwlzuz.cn,0,0,0,0,0,0,0,0,
20230606,ewwlzuz.cn,0,0,0,0,0,0,0,0,
20230607,ewwlzuz.cn,0,0,0,0,0,0,0,0,
20230608,ewwlzuz.cn,0,0,0,0,0,0,0,0,
20230609,ewwlzuz.cn,0,0,0,0,0,0,0,0,
20230610,ewwlzuz.cn,0,0,0,0,0,0,0,0,
20230601,gdzshr.com,1,28,16,0,3,0,7,12,
20230602,gdzshr.com,1,2054,979,0,134,0,802,5,
20230603,gdzshr.com,1,755,5,0,748,0,431,2,
20230604,gdzshr.com,1,1277,13,0,1250,0,853,2,
20230605,gdzshr.com,1,1041,15,0,1023,1,750,6,
20230606,gdzshr.com,1,2640,14,0,2624,0,1821,5,
20230607,gdzshr.com,1,2339,946,0,1376,0,1116,5,
20230608,gdzshr.com,1,2652,1309,0,1339,0,1175,4,
20230609,gdzshr.com,1,4972,2460,0,1537,0,2126,5,
20230610,gdzshr.com,1,2181,1012,1,1159,1,899,6,
20230601,greenforesight.cn,1,11,6,0,0,1,4,2,
20230602,greenforesight.cn,0,0,0,0,0,0,0,0,
20230603,greenforesight.cn,1,7,3,0,2,0,5,4,
20230604,greenforesight.cn,1,1,1,0,0,0,1,1,
20230605,greenforesight.cn,1,14,7,0,0,0,4,2,
20230606,greenforesight.cn,1,6,3,0,0,0,3,1,
20230607,greenforesight.cn,1,8,4,0,0,0,1,2,
20230608,greenforesight.cn,1,12,6,0,0,0,3,2,
20230609,greenforesight.cn,1,12,7,0,0,0,3,2,
20230610,greenforesight.cn,1,10,6,0,0,0,3,4,
20230601,wmzhe.com,1,31451,22120,0,2,0,8528,29,
20230602,wmzhe.com,1,33030,23057,6,0,0,8373,25,
20230603,wmzhe.com,1,26764,17908,0,349,0,7389,25,
20230604,wmzhe.com,1,30183,19558,2,954,0,8299,21,
20230605,wmzhe.com,1,29711,20901,0,880,0,8977,25,
20230606,wmzhe.com,1,35946,24057,1,2187,0,11285,27,
20230607,wmzhe.com,1,36358,25161,2,1141,0,10597,31,
20230608,wmzhe.com,1,37010,26096,2,1112,0,10366,21,
20230609,wmzhe.com,1,36443,25100,2,1294,0,10610,28,
20230610,wmzhe.com,1,34588,23021,0,929,0,9001,26,
20230601,9dfgn.cn,0,0,0,0,0,0,0,0,
20230602,9dfgn.cn,0,0,0,0,0,0,0,0,
20230603,9dfgn.cn,1,4,2,0,0,0,4,2,
20230604,9dfgn.cn,0,0,0,0,0,0,0,0,
20230605,9dfgn.cn,1,2,2,0,0,0,2,1,
20230606,9dfgn.cn,0,0,0,0,0,0,0,0,
20230607,9dfgn.cn,0,0,0,0,0,0,0,0,
20230608,9dfgn.cn,1,2,1,0,0,0,2,1,
20230609,9dfgn.cn,1,2,1,0,0,0,2,1,
20230610,9dfgn.cn,0,0,0,0,0,0,0,0,
20230601,jsswj.org.cn,1,35,22,0,0,0,13,16,
20230602,jsswj.org.cn,1,8,7,0,0,0,5,4,
20230603,jsswj.org.cn,1,22,11,0,0,0,7,6,
20230604,jsswj.org.cn,1,15,12,0,0,0,7,6,
20230605,jsswj.org.cn,1,44,36,0,0,0,8,14,
20230606,jsswj.org.cn,1,16,8,0,0,0,3,3,
20230607,jsswj.org.cn,1,26,16,0,0,0,8,9,
20230608,jsswj.org.cn,1,22,13,0,0,0,7,9,
20230609,jsswj.org.cn,1,19,13,0,0,0,8,8,
20230610,jsswj.org.cn,1,4,3,0,0,0,3,3,
20230601,firepointsoft.com.cn,0,0,0,0,0,0,0,0,
20230602,firepointsoft.com.cn,0,0,0,0,0,0,0,0,
20230603,firepointsoft.com.cn,1,1,0,0,0,0,1,1,
20230604,firepointsoft.com.cn,1,5,2,0,2,0,2,1,
20230605,firepointsoft.com.cn,1,13,10,0,3,0,1,3,
20230606,firepointsoft.com.cn,1,3,3,0,0,0,1,1,
20230607,firepointsoft.com.cn,1,1,1,0,0,0,1,1,
20230608,firepointsoft.com.cn,1,6,5,0,1,0,2,3,
20230609,firepointsoft.com.cn,1,9,7,0,2,0,2,3,
20230610,firepointsoft.com.cn,0,0,0,0,0,0,0,0,
20230601,szcwjs.com,1,11,6,0,4,0,4,4,
20230602,szcwjs.com,0,0,0,0,0,0,0,0,
20230603,szcwjs.com,0,0,0,0,0,0,0,0,
20230604,szcwjs.com,1,5,5,0,0,0,2,1,
20230605,szcwjs.com,1,3,3,0,0,0,3,1,
20230606,szcwjs.com,0,0,0,0,0,0,0,0,
20230607,szcwjs.com,1,7,7,0,0,0,5,1,
20230608,szcwjs.com,1,10,9,0,0,0,7,1,
20230609,szcwjs.com,1,14,10,0,3,0,4,4,
20230610,szcwjs.com,1,26,14,0,0,0,13,1,
20230601,hfcgfc.com,1,5,2,0,1,0,3,2,
20230602,hfcgfc.com,1,5,3,0,0,0,3,1,
20230603,hfcgfc.com,1,10,7,1,0,0,8,4,
20230604,hfcgfc.com,1,5,3,0,0,0,3,1,
20230605,hfcgfc.com,1,3,3,0,0,0,2,1,
20230606,hfcgfc.com,1,1,0,0,1,0,1,1,
20230607,hfcgfc.com,1,28,16,0,0,0,11,6,
20230608,hfcgfc.com,1,16,7,0,0,0,7,2,
20230609,hfcgfc.com,1,22,18,0,0,0,9,3,
20230610,hfcgfc.com,1,20,14,0,0,0,15,7,
20230601,vv0l4cojdp.xyz,0,0,0,0,0,0,0,0,
20230602,vv0l4cojdp.xyz,0,0,0,0,0,0,0,0,
20230603,vv0l4cojdp.xyz,0,0,0,0,0,0,0,0,
20230604,vv0l4cojdp.xyz,0,0,0,0,0,0,0,0,
20230605,vv0l4cojdp.xyz,0,0,0,0,0,0,0,0,
20230606,vv0l4cojdp.xyz,0,0,0,0,0,0,0,0,
20230607,vv0l4cojdp.xyz,0,0,0,0,0,0,0,0,
20230608,vv0l4cojdp.xyz,0,0,0,0,0,0,0,0,
20230609,vv0l4cojdp.xyz,1,2,2,0,0,0,1,1,
20230610,vv0l4cojdp.xyz,1,1,1,0,0,0,1,1,
20230601,czyxs.cn,1,4,2,0,0,0,2,1,
20230602,czyxs.cn,1,7,6,0,0,0,5,2,
20230603,czyxs.cn,1,3,2,0,0,0,2,2,
20230604,czyxs.cn,1,2,1,0,0,0,1,1,
20230605,czyxs.cn,1,2,1,0,0,0,1,1,
20230606,czyxs.cn,1,3,2,0,0,0,2,1,
20230607,czyxs.cn,1,3,2,0,0,0,2,1,
20230608,czyxs.cn,1,2,1,0,0,0,1,1,
20230609,czyxs.cn,1,2,1,0,0,0,1,1,
20230610,czyxs.cn,1,210,105,0,0,0,103,1,
20230601,wofodao.com,1,49,39,0,0,0,28,2,
20230602,wofodao.com,0,14,9,0,0,0,8,1,
20230603,wofodao.com,1,11,10,0,0,0,7,2,
20230604,wofodao.com,1,33,30,0,0,0,19,2,
20230605,wofodao.com,1,25,23,0,0,0,20,2,
20230606,wofodao.com,1,34,33,0,0,0,23,2,
20230607,wofodao.com,1,21,18,0,0,0,14,2,
20230608,wofodao.com,1,30,28,0,0,0,19,2,
20230609,wofodao.com,1,9,8,0,1,0,7,2,
20230610,wofodao.com,1,48,46,0,0,0,31,2,
20230601,hkiwc.top,1,9,3,0,3,0,4,2,
20230602,hkiwc.top,1,3,0,0,2,0,3,2,
20230603,hkiwc.top,1,2,0,0,2,0,2,1,
20230604,hkiwc.top,0,2,0,0,2,0,2,1,
20230605,hkiwc.top,0,1,0,0,1,0,1,1,
20230606,hkiwc.top,1,3,0,0,3,0,3,1,
20230607,hkiwc.top,0,3,1,0,2,0,3,2,
20230608,hkiwc.top,1,5,2,0,2,0,3,2,
20230609,hkiwc.top,1,3,0,0,2,0,3,1,
20230610,hkiwc.top,1,4,0,0,4,0,4,1,
20230601,zhenggang.net.cn,1,25,19,0,4,2,13,3,
20230602,zhenggang.net.cn,1,20,19,0,1,0,8,3,
20230603,zhenggang.net.cn,1,39,39,0,0,0,19,2,
20230604,zhenggang.net.cn,1,35,33,0,0,0,18,3,
20230605,zhenggang.net.cn,1,79,50,0,4,1,8,3,
20230606,zhenggang.net.cn,1,1941,994,0,1,2,811,3,
20230607,zhenggang.net.cn,1,236,229,0,2,2,8,4,
20230608,zhenggang.net.cn,1,293,271,0,4,4,24,3,
20230609,zhenggang.net.cn,1,2022,1065,0,4,1,869,3,
20230610,zhenggang.net.cn,1,334,176,0,3,0,165,3,
20230601,gzluyuan.com,1,1934,972,2,1,0,821,3,
20230602,gzluyuan.com,1,22,17,2,0,0,9,3,
20230603,gzluyuan.com,1,23,16,0,0,0,7,3,
20230604,gzluyuan.com,1,13,7,0,0,0,4,2,
20230605,gzluyuan.com,1,37,17,0,0,0,10,2,
20230606,gzluyuan.com,1,16,10,0,0,0,8,3,
20230607,gzluyuan.com,1,23,9,2,0,0,4,3,
20230608,gzluyuan.com,1,24,11,0,0,0,10,2,
20230609,gzluyuan.com,1,588,291,1,0,0,283,2,
20230610,gzluyuan.com,1,63,33,0,0,0,12,4,
20230601,zhdwg.top,1,8,8,0,0,0,4,3,
20230602,zhdwg.top,1,14,4,0,10,0,7,2,
20230603,zhdwg.top,1,10,10,0,0,0,5,3,
20230604,zhdwg.top,1,4,2,0,1,0,4,1,
20230605,zhdwg.top,1,3,2,0,1,0,3,2,
20230606,zhdwg.top,1,5,4,0,1,0,2,3,
20230607,zhdwg.top,1,4,4,0,0,0,3,1,
20230608,zhdwg.top,1,2,1,0,0,0,2,1,
20230609,zhdwg.top,1,5,5,0,0,0,2,2,
20230610,zhdwg.top,1,8,5,0,3,0,2,3,
20230601,voii.top,0,0,0,0,0,0,0,0,
20230602,voii.top,0,0,0,0,0,0,0,0,
20230603,voii.top,0,0,0,0,0,0,0,0,
20230604,voii.top,0,0,0,0,0,0,0,0,
20230605,voii.top,1,1,1,0,0,0,1,1,
20230606,voii.top,1,2,1,0,0,0,1,1,
20230607,voii.top,1,4,4,0,0,0,3,2,
20230608,voii.top,1,3,3,0,0,0,1,1,
20230609,voii.top,1,4,3,0,0,0,3,2,
20230610,voii.top,1,4,3,0,0,0,3,2,
20230601,afjrnol.cn,0,0,0,0,0,0,0,0,
20230602,afjrnol.cn,0,0,0,0,0,0,0,0,
20230603,afjrnol.cn,0,0,0,0,0,0,0,0,
20230604,afjrnol.cn,0,0,0,0,0,0,0,0,
20230605,afjrnol.cn,0,0,0,0,0,0,0,0,
20230606,afjrnol.cn,1,1,1,0,0,0,1,1,
20230607,afjrnol.cn,0,0,0,0,0,0,0,0,
20230608,afjrnol.cn,0,0,0,0,0,0,0,0,
20230609,afjrnol.cn,0,0,0,0,0,0,0,0,
20230610,afjrnol.cn,0,0,0,0,0,0,0,0,
20230601,ak561.cn,1,3,2,0,0,0,1,1,
20230602,ak561.cn,1,16,14,0,0,0,3,2,
20230603,ak561.cn,1,2,2,0,0,0,1,1,
20230604,ak561.cn,1,11,9,0,0,0,3,2,
20230605,ak561.cn,1,8,5,0,0,0,2,2,
20230606,ak561.cn,1,2,2,0,0,0,1,2,
20230607,ak561.cn,1,7,7,0,0,0,4,2,
20230608,ak561.cn,1,4,4,0,0,0,4,2,
20230609,ak561.cn,0,0,0,0,0,0,0,0,
20230610,ak561.cn,0,0,0,0,0,0,0,0,
20230601,tuojie.top,1,34,17,0,0,0,17,2,
20230602,tuojie.top,1,37,18,0,1,0,17,2,
20230603,tuojie.top,1,51,27,0,2,0,4,3,
20230604,tuojie.top,1,56,29,0,0,0,3,2,
20230605,tuojie.top,1,37,16,0,0,0,12,1,
20230606,tuojie.top,1,39,17,0,0,0,16,3,
20230607,tuojie.top,1,25,11,0,1,0,9,3,
20230608,tuojie.top,1,27,14,0,0,0,15,1,
